propertyType,rooms,size,buildYear,cluster_100m,adj_price,cluster_1000m,avg_adjusted_sqm_price_100m,avg_adjusted_sqm_price_1000m
3,3.0,87,1960,4,2416570,0,27775,32232
3,3.0,72,1955,15,2525891,0,35081,37312
3,7.0,163,1900,1,9608745,0,58948,44189
3,6.0,163,1900,1,9608745,0,58948,44189
3,5.0,163,1900,1,9608745,0,58948,44189
3,4.0,95,1907,1,4142692,0,43606,44189
3,2.0,96,2002,174,2215189,6,23074,22100
3,3.0,88,2009,6,2876869,0,32691,35867
3,3.0,109,1896,1,4516685,0,41437,44189
3,3.0,53,1900,1,2295742,0,43315,44189
3,3.0,102,2016,0,4861910,0,47665,47731
3,4.0,146,1896,1,5995397,0,41063,44189
3,3.0,97,2019,20,5408515,0,55757,51831
3,2.0,94,1938,5,4112773,0,43752,45759
3,2.0,46,1928,1,2186421,0,47530,44189
3,3.0,100,2020,41,5362485,0,53624,48098
3,3.0,90,1999,19,2416570,0,26850,31584
3,3.0,81,1920,1,3705882,0,45750,44189
3,3.0,80,1953,4,2688235,0,33602,32232
3,2.0,67,1983,2,2232941,0,33327,37211
3,3.0,116,2018,73,4585882,0,39532,45672
3,3.0,98,1935,8,3941176,0,40215,40575
3,2.0,58,2019,20,3176470,0,54765,51831
3,4.0,87,1900,1,3882352,0,44624,44189
3,3.0,103,2019,20,5294117,0,51398,51831
3,3.0,93,1935,110,2088235,0,22454,50053
3,2.0,55,1896,1,2588235,0,47058,44189
3,3.0,90,1872,5,4737058,0,52632,45759
3,3.0,88,1952,10,2676470,0,30414,31481
3,3.0,68,1900,1,2764705,0,40656,44189
3,3.0,87,2009,6,3088235,0,35496,35867
3,3.0,87,2009,6,3058823,0,35158,35867
3,2.0,97,1900,1,2916470,0,30065,44189
3,2.0,63,2018,1,2970588,0,47151,44189
3,3.0,89,2017,5,4294117,0,48248,45759
3,3.0,91,1977,44,2270588,0,24950,26806
3,4.0,103,1953,4,3376470,0,32781,32232
3,3.0,65,1913,5,3264705,0,50225,45759
3,3.0,88,1986,17,2088235,0,23729,26132
3,2.0,66,1945,75,2505882,0,37967,33902
3,2.0,57,1899,5,2564705,0,44994,45759
3,3.0,99,1930,1,3882352,0,39215,44189
3,2.0,69,1983,2,2588235,0,37510,37211
3,2.0,47,2019,15,3647058,0,77596,37312
3,2.0,73,1938,1,2680000,0,36711,44189
3,2.0,47,2019,15,3647058,0,77596,37312
3,2.0,47,2019,15,3647058,0,77596,37312
3,2.0,47,2019,15,3647058,0,77596,37312
3,3.0,64,2017,1,2970588,0,46415,44189
3,2.0,47,2019,15,3647058,0,77596,37312
3,2.0,47,2019,15,3647058,0,77596,37312
3,2.0,47,2019,15,3647058,0,77596,37312
3,2.0,67,1983,2,2468235,0,36838,37211
3,3.0,95,1969,38,2058823,0,21671,22480
3,2.0,63,1914,5,2350588,0,37310,45759
3,3.0,64,2017,1,3000000,0,46874,44189
3,5.0,174,2019,20,12352941,0,70992,51831
3,4.0,79,2006,53,2323529,0,29411,30365
3,3.0,82,1970,35,2252941,0,27474,25664
3,3.0,87,2009,6,3269105,0,37575,35867
3,2.0,74,1968,4,2764705,0,37360,32232
3,2.0,63,1952,15,2700000,0,42856,37312
3,5.0,213,1877,215,2647058,5,12427,12427
3,3.0,94,1983,2,3409411,0,36269,37211
3,3.0,121,2013,0,4409411,0,36441,47731
3,2.0,63,1952,15,2700000,0,42856,37312
3,3.0,87,1877,5,7647058,0,87896,45759
3,3.0,93,1967,50,2505882,0,26944,27822
3,3.0,66,1950,15,2550000,0,38635,37312
3,3.0,64,2017,1,2823529,0,44117,44189
3,2.0,60,1893,1,2205882,0,36764,44189
3,3.0,117,2013,0,6000000,0,51281,47731
3,2.0,57,1988,3,2350588,0,41237,42193
3,2.0,66,1930,1,2058823,0,31194,44189
3,3.0,70,2018,1,3176470,0,45377,44189
3,3.0,64,1952,15,2794117,0,43657,37312
3,2.0,66,2018,1,3000000,0,45454,44189
3,3.0,63,1952,15,2794117,0,44350,37312
3,3.0,76,1966,1,2723529,0,35835,44189
3,2.0,60,1931,1,2629411,0,43823,44189
3,2.0,55,2004,3,2482352,0,45132,42193
3,3.0,73,1900,1,2664705,0,36502,44189
3,3.0,86,1938,32,3222352,0,37468,35933
3,3.0,66,1953,15,2376470,0,36007,37312
3,3.0,128,1891,1,5117647,0,39981,44189
3,3.0,124,1979,74,2294117,0,18500,23247
3,2.0,59,1932,6,2076470,0,35194,35867
3,3.0,81,2009,6,2941176,0,36310,35867
3,2.0,50,1937,1,2382352,0,47647,44189
3,2.0,66,1983,2,2291764,0,34723,37211
3,3.0,83,1950,10,3147058,0,37915,31481
3,3.0,85,1968,10,2588235,0,30449,31481
3,5.0,136,1884,5,5347058,0,39316,45759
3,3.0,100,1986,2,3970588,0,39705,37211
3,4.0,99,1950,5,4700000,0,47474,45759
3,2.0,66,1949,11,2058823,0,31194,34667
3,4.0,107,2019,20,4941176,0,46178,51831
3,2.0,52,2017,1,2411764,0,46380,44189
3,4.0,107,2019,20,5694318,0,53217,51831
3,2.0,59,1989,1,2905882,0,49251,44189
3,3.0,84,1931,1,2529411,0,30111,44189
3,4.0,113,1931,1,3764705,0,33315,44189
3,5.0,131,1894,76,3523529,0,26896,45213
3,2.0,51,1894,5,2600000,0,50980,45759
3,2.0,73,1961,32,2352941,0,32231,35933
3,2.0,65,2017,0,3058823,0,47058,47731
3,3.0,100,2000,19,3205882,0,32058,31584
3,2.0,62,1933,1,2235294,0,36052,44189
3,2.0,61,2017,5,2714117,0,44492,45759
3,3.0,152,2018,1,10447058,0,68730,44189
3,3.0,68,1953,15,2117647,0,31141,37312
3,3.0,72,1930,15,6529411,0,90685,37312
3,3.0,80,1930,15,6529411,0,81617,37312
3,4.0,167,1900,76,5705882,0,34165,45213
3,5.0,135,1893,5,6470588,0,47929,45759
3,3.0,75,1933,1,2823529,0,37647,44189
3,2.0,45,1936,3,2058823,0,45750,42193
3,3.0,98,1969,38,2176470,0,22208,22480
3,4.0,104,1883,5,2294117,0,22058,45759
3,3.0,130,1883,5,2294117,0,17647,45759
3,2.0,77,1976,78,2588235,0,33612,38935
3,4.0,89,2009,6,3058823,0,34368,35867
3,2.0,65,2009,6,2117647,0,32578,35867
3,2.0,52,2014,21,2703529,0,51990,47239
3,2.0,52,2013,21,2735294,0,52601,47239
3,3.0,78,1951,15,2529411,0,32428,37312
3,2.0,73,1961,32,2441176,0,33440,35933
3,3.0,112,2013,0,4082352,0,36449,47731
3,3.0,82,1907,5,3852941,0,46987,45759
3,3.0,83,1956,36,2147058,0,25867,31658
3,6.0,187,1966,52,9429411,0,50423,36405
3,3.0,84,1966,38,2058823,0,24509,22480
3,3.0,101,2016,0,3882352,0,38438,47731
3,2.0,71,1933,1,2647058,0,37282,44189
3,3.0,84,1939,172,2676470,0,31862,31964
3,1.0,48,1934,1,2235294,0,46568,44189
3,4.0,92,1900,1,4111764,0,44692,44189
3,2.0,46,1900,1,2288235,0,49743,44189
3,1.0,66,1970,29,2705882,0,40997,42944
3,2.0,86,2017,1,4470588,0,51983,44189
3,2.0,57,1936,1,2352941,0,41278,44189
3,2.0,66,1931,1,2735294,0,41443,44189
3,4.0,89,1912,1,3523529,0,39589,44189
3,9.0,263,1938,5,4117647,0,15655,45759
3,3.0,86,2017,1,3588235,0,41723,44189
3,2.0,60,1901,1,2527058,0,42117,44189
3,2.0,63,1938,32,2523529,0,40055,35933
3,3.0,87,1930,1,3252941,0,37389,44189
3,3.0,98,2013,0,5235294,0,53421,47731
3,3.0,109,2017,1,6294117,0,57743,44189
3,3.0,109,2005,1,4117647,0,37776,44189
3,3.0,94,1931,8,4117647,0,43804,40575
3,2.0,59,1910,5,2605882,0,44167,45759
3,3.0,95,1983,2,3676470,0,38698,37211
3,3.0,87,2009,6,6088235,0,69978,35867
3,2.0,64,2009,6,2470588,0,38602,35867
3,2.0,52,2017,1,2382352,0,45814,44189
3,3.0,144,2017,0,5411764,0,37581,47731
3,3.0,75,1900,1,3527058,0,47027,44189
3,3.0,84,2006,190,2176470,0,25909,26268
3,2.0,60,2017,5,2714117,0,45235,45759
3,4.0,109,2017,5,4609411,0,42287,45759
3,2.0,60,2017,5,3008235,0,50136,45759
3,4.0,103,1927,5,4232941,0,41096,45759
3,3.0,97,2017,0,4176470,0,43055,47731
3,3.0,81,2009,6,2911764,0,35947,35867
3,3.0,70,2018,1,3235294,0,46217,44189
3,3.0,53,1900,1,2588235,0,48834,44189
3,3.0,83,2017,1,4117647,0,49609,44189
3,2.0,56,1898,1,2294117,0,40965,44189
3,3.0,94,1983,2,3676470,0,39110,37211
3,2.0,66,1940,75,2197647,0,33297,33902
3,2.0,60,1931,1,2585882,0,43097,44189
3,3.0,72,1927,1,3174117,0,44084,44189
3,2.0,56,1930,1,2752941,0,49158,44189
3,4.0,108,1911,5,4329411,0,40087,45759
3,8.0,190,1870,1,6941176,0,36531,44189
3,3.0,116,2017,1,7441176,0,64147,44189
3,3.0,85,1948,10,2904705,0,34172,31481
3,4.0,107,2019,20,5058823,0,47277,51831
3,5.0,147,1901,1,4935294,0,33572,44189
3,5.0,117,1908,5,5174117,0,44222,45759
3,4.0,103,1934,8,4235294,0,41118,40575
3,3.0,73,2015,54,2294117,6,31425,29959
3,3.0,71,2015,1,3288235,0,46312,44189
3,3.0,84,1944,32,3264705,0,38864,35933
3,2.0,54,1943,51,2117647,0,39215,38573
3,3.0,53,1900,1,2500000,0,47169,44189
3,4.0,121,1970,68,2585882,0,21370,21566
3,2.0,52,1907,66,4058823,0,78054,45904
3,2.0,48,1900,1,2147058,0,44729,44189
3,2.0,59,1907,66,4058823,0,68792,45904
3,2.0,56,1907,66,4058823,0,72478,45904
3,4.0,109,2014,0,5529411,0,50728,47731
3,2.0,63,1907,66,4058823,0,64424,45904
3,3.0,108,1883,1,3705882,0,34312,44189
3,2.0,59,1932,1,2347058,0,39780,44189
3,3.0,79,2012,0,4117647,0,52121,47731
3,4.0,126,1897,1,5141176,0,40802,44189
3,6.0,183,1939,99,7176470,0,39215,35367
3,3.0,79,2017,5,4024117,0,50937,45759
3,2.0,49,1899,1,2094117,0,42736,44189
3,6.0,163,1927,1,6941176,0,42583,44189
3,3.0,91,1946,4,3029411,0,33289,32232
3,2.0,51,2016,26,2324707,0,45582,46240
3,4.0,167,2017,0,7529411,0,45085,47731
3,2.0,72,1952,15,2764705,0,38397,37312
3,2.0,59,2019,20,2941176,0,49849,51831
3,3.0,70,2018,1,3294117,0,47058,44189
3,2.0,66,1938,5,2805882,0,42512,45759
3,3.0,78,1960,50,2235294,0,28656,27822
3,3.0,83,1935,1,3735294,0,45003,44189
3,3.0,108,2005,36,2670588,0,24727,31658
3,2.0,57,1910,5,3000000,0,52630,45759
3,3.0,93,1989,76,3058823,0,32889,45213
3,3.0,101,1938,5,4500000,0,44554,45759
3,3.0,102,2016,0,4176470,0,40944,47731
3,2.0,58,2011,21,2764705,0,47667,47239
3,2.0,53,2017,1,2352941,0,44394,44189
3,3.0,70,2018,1,3117647,0,44537,44189
3,3.0,143,2017,0,7176470,0,50184,47731
3,3.0,84,1938,32,3116470,0,37100,35933
3,3.0,91,1929,8,3882352,0,42662,40575
3,2.0,58,2017,1,2264705,0,39045,44189
3,3.0,93,1935,8,3291764,0,35395,40575
3,2.0,61,2017,5,2772941,0,45457,45759
3,3.0,107,2017,1,4411764,0,41230,44189
3,2.0,52,2017,1,2232941,0,42941,44189
3,4.0,138,1993,118,4194117,0,30391,27001
3,4.0,136,1993,118,4129411,0,30362,27001
3,4.0,107,2011,1,5052941,0,47223,44189
3,2.0,72,2014,0,3294117,0,45750,47731
3,3.0,71,2017,1,2911764,0,41010,44189
3,3.0,111,1968,92,2441176,0,21991,31108
3,2.0,59,2019,20,2676470,0,45363,51831
3,3.0,147,2019,20,10588235,0,72028,51831
3,2.0,127,2017,0,5705882,0,44927,47731
3,2.0,91,2017,0,3647058,0,40076,47731
3,4.0,163,2017,0,9647058,0,59183,47731
3,4.0,82,2006,53,2341176,0,28550,30365
3,3.0,70,1918,3,2823529,0,40335,42193
3,2.0,64,1897,1,3294117,0,51470,44189
3,1.0,45,1895,5,2176470,0,48365,45759
3,5.0,164,2013,0,5644705,0,34418,47731
3,2.0,88,2017,0,3647058,0,41443,47731
3,3.0,83,1913,5,3941176,0,47483,45759
3,3.0,69,1900,5,2735294,0,39641,45759
3,4.0,186,2003,1,14823529,0,79695,44189
3,3.0,109,1970,29,5411764,0,49648,42944
3,3.0,96,2016,0,4251764,0,44288,47731
3,2.0,75,1960,15,2382352,0,31764,37312
3,4.0,97,1966,57,3464705,0,35717,32752
3,2.0,55,2004,3,2456470,0,44662,42193
3,3.0,106,1917,5,4411764,0,41620,45759
3,3.0,68,2017,1,2764705,0,40656,44189
3,3.0,78,2016,0,3647058,0,46756,47731
3,2.0,63,1966,52,2176470,0,34547,36405
3,4.0,121,1929,8,5794117,0,47884,40575
3,2.0,70,1935,8,2468235,0,35260,40575
3,2.0,58,1928,1,2574117,0,44381,44189
3,4.0,79,2006,53,2305882,0,29188,30365
3,2.0,63,1931,1,2941176,0,46684,44189
3,2.0,57,1925,1,2496470,0,43797,44189
3,3.0,73,2017,1,3029411,0,41497,44189
3,3.0,77,2017,1,3117647,0,40488,44189
3,2.0,65,1930,1,2582352,0,39728,44189
3,3.0,68,2017,1,2764705,0,40656,44189
3,3.0,68,2017,1,2764705,0,40656,44189
3,3.0,109,1987,44,2264705,0,20776,26806
3,2.0,81,1928,63,4988123,0,61580,43025
3,2.0,72,1928,63,4988123,0,69279,43025
3,2.0,62,1930,1,2375296,0,38311,44189
3,3.0,94,1850,1,8491686,0,90336,44189
3,2.0,94,1850,1,8491686,0,90336,44189
3,3.0,90,1928,1,2731591,0,30350,44189
3,3.0,91,2017,5,4359263,0,47903,45759
3,2.0,58,2017,5,2790973,0,48119,45759
3,2.0,55,2017,5,2315914,0,42106,45759
3,3.0,57,1910,1,2345605,0,41150,44189
3,4.0,107,2019,20,5225653,0,48837,51831
3,3.0,138,2014,0,8135391,0,58951,47731
3,2.0,62,1937,8,2434679,0,39268,40575
3,4.0,131,1969,2,5843230,0,44604,37211
3,3.0,63,2012,0,3323040,0,52745,47731
3,2.0,53,2017,1,2464370,0,46496,44189
3,2.0,53,2017,1,2523752,0,47617,44189
3,5.0,145,2013,0,4985748,0,34383,47731
3,3.0,90,1976,91,2522565,0,28028,32539
3,3.0,83,1926,66,2494061,0,30048,45904
3,2.0,48,1897,1,2351543,0,48990,44189
3,2.0,56,1902,5,2108076,0,37643,45759
3,3.0,144,2017,0,5641330,0,39175,47731
3,3.0,67,2018,1,3087885,0,46086,44189
3,2.0,91,2017,0,3978622,0,43720,47731
3,4.0,150,1970,29,7185273,0,47901,42944
3,2.0,70,1983,2,2274346,0,32490,37211
3,4.0,107,2001,16,4394299,0,41067,40642
3,4.0,118,1932,124,2966745,0,25141,25545
3,2.0,81,2007,1,2731591,0,33723,44189
3,3.0,92,1985,2,3444180,0,37435,37211
3,3.0,80,2017,1,3384798,0,42309,44189
3,3.0,87,1900,5,2684085,0,30851,45759
3,3.0,87,1900,5,2684085,0,30851,45759
3,2.0,85,1900,5,2684085,0,31577,45759
3,3.0,70,1900,5,2684085,0,38343,45759
3,3.0,87,1900,5,2684085,0,30851,45759
3,2.0,64,1936,1,2606888,0,40731,44189
3,3.0,89,1968,10,2998812,0,33693,31481
3,4.0,189,1932,76,16401425,0,86779,45213
3,3.0,91,2017,1,3741092,0,41110,44189
3,3.0,115,2017,73,4748218,0,41288,45672
3,2.0,60,1931,1,2375296,0,39587,44189
3,3.0,72,2017,1,2909738,0,40412,44189
3,3.0,96,2017,1,4334916,0,45154,44189
3,2.0,66,1986,2,2179334,0,33020,37211
3,2.0,80,2019,20,2850356,0,35629,51831
3,3.0,103,2019,20,6403866,0,62173,51831
3,3.0,70,1929,1,3323040,0,47471,44189
3,2.0,49,2017,1,2167458,0,44232,44189
3,2.0,49,2017,1,2256532,0,46051,44189
3,2.0,61,2017,5,2909738,0,47699,45759
3,3.0,65,1897,1,3560570,0,54777,44189
3,3.0,78,1905,1,2760095,0,35384,44189
3,2.0,60,1934,8,2315914,0,38598,40575
3,3.0,99,1801,1,4008313,0,40486,44189
3,2.0,62,2004,64,2254156,0,36356,34841
3,4.0,93,1915,5,3770783,0,40545,45759
3,6.0,162,1915,1,7185273,0,44352,44189
3,2.0,60,1929,1,2761282,0,46021,44189
3,4.0,92,1895,5,4275534,0,46472,45759
3,3.0,76,1970,29,3087885,0,40629,42944
3,2.0,57,1988,3,2315914,0,40629,42193
3,3.0,99,1929,8,4412114,0,44566,40575
3,3.0,107,2019,20,6294536,0,58826,51831
3,4.0,94,1906,5,3562945,0,37902,45759
3,5.0,236,1909,5,21733966,0,92092,45759
3,2.0,75,1896,5,3798099,0,50641,45759
3,2.0,68,1966,1,2428741,0,35716,44189
3,3.0,91,2017,5,3966152,0,43583,45759
3,3.0,99,2005,36,2600950,0,26271,31658
3,3.0,79,1936,1,3560570,0,45070,44189
3,4.0,97,1963,97,2923990,0,30143,30351
3,2.0,58,1951,10,2135391,0,36817,31481
3,3.0,73,1899,5,3086698,0,42282,45759
3,5.0,113,1913,5,3165083,0,28009,45759
3,5.0,113,1913,5,3165083,0,28009,45759
3,5.0,113,1913,5,3165083,0,28009,45759
3,5.0,113,1913,5,3165083,0,28009,45759
3,6.0,134,1908,147,2404988,7,17946,29250
3,2.0,52,2017,1,2345605,0,45106,44189
3,1.0,52,1908,147,2404988,7,46249,29250
3,5.0,128,1913,5,3165083,0,24726,45759
3,4.0,128,1913,5,3165083,0,24726,45759
3,5.0,128,1913,5,3165083,0,24726,45759
3,5.0,128,1913,5,3165083,0,24726,45759
3,2.0,59,2019,20,2701900,0,45794,51831
3,3.0,82,1883,1,3978622,0,48519,44189
3,5.0,164,2017,81,6413301,0,39104,33365
3,4.0,107,2019,20,4869358,0,45507,51831
3,4.0,102,1934,8,4275534,0,41916,40575
3,2.0,52,2017,1,2375296,0,45678,44189
3,2.0,58,2019,20,3147268,0,54262,51831
3,2.0,58,2019,20,3206650,0,55286,51831
3,3.0,100,2019,20,4275534,0,42755,51831
3,4.0,127,1970,68,2390142,0,18819,21566
3,3.0,68,2017,1,2939429,0,43226,44189
3,4.0,100,1912,1,3859857,0,38598,44189
3,2.0,110,1928,216,3323040,0,30209,30209
3,5.0,145,1969,2,4732779,0,32638,37211
3,3.0,92,1960,4,3325415,0,36144,32232
3,2.0,53,2017,1,2583135,0,48737,44189
3,3.0,91,1953,4,2850356,0,31321,32232
3,3.0,77,1944,32,2850356,0,37016,35933
3,2.0,53,2017,1,2434679,0,45937,44189
3,3.0,68,2013,21,3378859,0,49688,47239
3,4.0,147,1898,1,5730403,0,38982,44189
3,2.0,55,2004,3,2374109,0,43165,42193
3,6.0,141,1969,2,5142517,0,36471,37211
3,3.0,75,1887,1,3503562,0,46713,44189
3,3.0,66,2015,1,3099762,0,46965,44189
3,2.0,59,2019,20,3058194,0,51833,51831
3,2.0,55,2004,3,2410926,0,43834,42193
3,3.0,78,2016,0,3741092,0,47961,47731
3,3.0,93,2016,0,3680522,0,39574,47731
3,3.0,110,2013,0,3857482,0,35067,47731
3,2.0,59,1947,4,2185273,0,37038,32232
3,2.0,63,1886,5,2963182,0,47034,45759
3,3.0,75,1969,2,3028503,0,40380,37211
3,3.0,80,2017,1,3058194,0,38226,44189
3,3.0,118,1930,1,4691211,0,39755,44189
3,2.0,80,1917,1,3889548,0,48618,44189
3,2.0,63,1898,15,2494061,0,39587,37312
3,4.0,106,1926,1,4334916,0,40894,44189
3,3.0,68,2017,1,2939429,0,43226,44189
3,2.0,58,1901,5,2476247,0,42693,45759
3,4.0,98,1926,1,4334916,0,44232,44189
3,2.0,54,1901,5,2571258,0,47615,45759
3,3.0,65,1938,1,3919239,0,60295,44189
3,3.0,97,2016,0,3502375,0,36106,47731
3,2.0,41,1928,1,2135391,0,52081,44189
3,3.0,94,2017,1,2850356,0,30321,44189
3,3.0,83,1969,3,3916864,0,47190,42193
3,2.0,74,1890,1,2731591,0,36913,44189
3,3.0,68,2017,1,2761282,0,40606,44189
3,2.0,78,2013,0,3263657,0,41840,47731
3,2.0,52,2017,1,2214964,0,42595,44189
3,3.0,69,1900,1,2808788,0,40706,44189
3,2.0,49,1900,1,2404988,0,49080,44189
3,4.0,110,1877,1,4156769,0,37788,44189
3,3.0,79,1945,75,2553444,0,32321,33902
3,2.0,53,2017,1,2078384,0,39213,44189
3,2.0,55,1892,1,2731591,0,49665,44189
3,5.0,150,1924,1,4513064,0,30086,44189
3,3.0,102,2016,0,5581947,0,54724,47731
3,2.0,53,2017,1,2286223,0,43135,44189
3,3.0,86,1888,1,3087885,0,35904,44189
3,4.0,90,1893,1,4038004,0,44865,44189
3,2.0,56,1928,1,2491686,0,44494,44189
3,3.0,80,1918,1,3147268,0,39340,44189
3,3.0,101,2008,5,4748218,0,47011,45759
3,2.0,69,1935,8,3266033,0,47333,40575
3,3.0,79,1956,36,2137767,0,27059,31658
3,2.0,47,1900,5,2375296,0,50538,45759
3,4.0,104,1950,162,3087885,0,29691,38260
3,2.0,62,1950,162,3087885,0,49804,38260
3,2.0,52,2017,1,2286223,0,43965,44189
3,3.0,96,2016,0,4154394,0,43274,47731
3,3.0,83,1907,5,3741092,0,45072,45759
3,5.0,183,1912,217,9263657,0,50619,50619
3,1.0,67,2018,1,2788598,0,41619,44189
3,4.0,117,2013,0,5638954,0,48195,47731
3,3.0,87,2009,6,3087885,0,35492,35867
3,3.0,73,2017,1,2880047,0,39452,44189
3,3.0,77,2017,1,3147268,0,40872,44189
3,2.0,61,1933,1,2078384,0,34071,44189
3,3.0,71,2017,1,3058194,0,43072,44189
3,5.0,101,1950,5,4334916,0,42919,45759
3,5.0,127,1845,1,11876484,0,93515,44189
3,2.0,78,1959,105,2410926,0,30908,32842
3,2.0,64,1915,5,3147268,0,49175,45759
3,3.0,63,1936,1,2339667,0,37136,44189
3,4.0,102,1938,80,2612826,0,25615,47219
3,3.0,74,1923,1,3085510,0,41695,44189
3,4.0,104,1903,1,4097387,0,39397,44189
3,3.0,60,1988,3,2422802,0,40380,42193
3,5.0,201,1901,1,6529691,0,32485,44189
3,3.0,91,2019,20,4156769,0,45678,51831
3,3.0,85,2019,20,4720902,0,55539,51831
3,2.0,58,2019,20,3147268,0,54262,51831
3,3.0,82,1940,75,3026128,0,36903,33902
3,2.0,66,1933,8,2969121,0,44985,40575
3,3.0,95,1913,5,3562945,0,37503,45759
3,3.0,73,2001,122,2399049,0,32863,33007
3,2.0,64,2017,5,2909738,0,45464,45759
3,3.0,96,2017,1,4691211,0,48865,44189
3,4.0,99,1908,37,2226840,0,22492,37199
3,2.0,51,1907,5,2372921,0,46527,45759
3,3.0,80,2017,1,3384798,0,42309,44189
3,4.0,114,1937,8,3444180,0,30211,40575
3,6.0,186,1907,1,6769596,0,36395,44189
3,1.0,53,2015,1,2226840,0,42015,44189
3,4.0,97,1928,1,4154394,0,42827,44189
3,3.0,82,1910,1,3665083,0,44695,44189
3,4.0,119,2014,0,6175771,0,51896,47731
3,3.0,73,1929,1,3086698,0,42282,44189
3,2.0,66,1983,2,2494061,0,37788,37211
3,3.0,66,1953,15,2226840,0,33739,37312
3,3.0,79,1950,162,2880047,0,36456,38260
3,2.0,58,2019,20,3384798,0,58357,51831
3,3.0,86,1950,162,2880047,0,33488,38260
3,3.0,68,2017,1,2820665,0,41479,44189
3,2.0,78,1999,19,2135391,0,27376,31584
3,3.0,81,1914,5,3384798,0,41787,45759
3,2.0,67,1926,1,2610451,0,38960,44189
3,3.0,97,2019,20,4691211,0,48362,51831
3,3.0,97,2019,20,4869358,0,50199,51831
3,3.0,107,1908,1,4394299,0,41067,44189
3,2.0,56,1886,1,2286223,0,40825,44189
3,3.0,97,1976,44,2880047,0,29691,26806
3,2.0,53,2017,1,2226840,0,42015,44189
3,3.0,77,2017,1,3266033,0,42415,44189
3,2.0,74,2017,5,2969121,0,40122,45759
3,2.0,64,1901,5,2428741,0,37948,45759
3,4.0,171,2020,41,8548099,0,49988,48098
3,2.0,54,1917,1,2464370,0,45635,44189
3,2.0,58,1929,1,2345605,0,40440,44189
3,5.0,118,1929,8,4334916,0,36736,40575
3,3.0,81,1910,5,4237529,0,52314,45759
3,3.0,128,1933,218,3919239,0,30618,32134
3,3.0,116,1972,39,2345605,0,20219,19616
3,2.0,64,1931,1,2458432,0,38412,44189
3,2.0,73,2017,5,3028503,0,41485,45759
3,2.0,70,1966,52,2309976,0,32998,36405
3,4.0,81,1933,8,2559085,0,31592,40575
3,5.0,200,1970,50,3622327,0,18111,27822
3,4.0,109,1952,10,2434679,0,22336,31481
3,3.0,72,1898,5,3147268,0,43711,45759
3,3.0,69,1983,2,2743467,0,39760,37211
3,4.0,78,1876,1,3533254,0,45298,44189
3,3.0,68,2017,1,2820665,0,41479,44189
3,3.0,74,1935,8,2866831,0,38739,40575
3,4.0,95,2017,81,3138101,0,33032,33365
3,2.0,58,1890,5,2453760,0,42305,45759
3,4.0,117,2016,0,4870530,0,41627,47731
3,3.0,70,1901,1,3267570,0,46679,44189
3,2.0,65,2017,0,3360049,0,51692,47731
3,3.0,77,1945,75,2634401,0,34212,33902
3,3.0,91,1911,5,3945745,0,43358,45759
3,2.0,61,2017,5,3020961,0,49522,45759
3,2.0,73,2017,5,3205918,0,43916,45759
3,2.0,86,1900,3,3298397,0,38352,42193
3,3.0,91,1925,1,3810110,0,41869,44189
3,3.0,76,1966,1,2805178,0,36909,44189
3,4.0,109,1909,1,4007398,0,36764,44189
3,2.0,50,2017,1,2157829,0,43156,44189
3,3.0,88,1961,32,3076448,0,34959,35933
3,3.0,86,2017,1,3884093,0,45162,44189
3,3.0,80,1949,10,2956843,0,36960,31481
3,3.0,96,1986,2,3637484,0,37890,37211
3,3.0,97,2019,20,5425400,0,55930,51831
3,3.0,96,2019,20,4685573,0,48807,51831
3,2.0,48,2006,62,2250308,0,46880,45380
3,3.0,85,2019,20,4623921,0,54398,51831
3,2.0,71,1936,1,2219482,0,31260,44189
3,3.0,73,2017,1,3113440,0,42649,44189
3,2.0,63,2017,5,2836004,0,45014,45759
3,3.0,136,2017,5,6720098,0,49411,45759
3,2.0,68,1933,5,2664611,0,39184,45759
3,2.0,67,1986,3,2435265,0,36346,42193
3,3.0,63,1903,5,3061652,0,48596,45759
3,2.0,66,1962,4,2157829,0,32694,32232
3,3.0,75,1960,4,6781750,0,90422,32232
3,2.0,90,1910,15,5425400,0,60281,37312
3,2.0,80,1910,15,5425400,0,67817,37312
3,2.0,63,1903,5,3030826,0,48107,45759
3,4.0,171,2020,41,8918002,0,52151,48098
3,2.0,70,2019,20,2712700,0,38752,51831
3,2.0,71,2018,1,3326757,0,46855,44189
3,3.0,82,2001,16,3298397,0,40223,40642
3,5.0,120,1867,1,4932182,0,41101,44189
3,3.0,84,2017,1,3884093,0,46239,44189
3,4.0,130,1840,1,5548705,0,42681,44189
3,3.0,92,1985,2,3939580,0,42821,37211
3,3.0,123,2018,73,5145499,0,41832,45672
3,3.0,155,2020,41,10604192,0,68413,48098
3,3.0,102,2020,41,6041923,0,59234,48098
3,2.0,68,1945,4,2348951,0,34542,32232
3,3.0,75,1933,1,2848335,0,37977,44189
3,5.0,119,1942,219,4778051,0,40151,40151
3,4.0,109,2017,5,4623921,0,42420,45759
3,3.0,91,2017,5,4130702,0,45392,45759
3,3.0,89,2017,5,4130702,0,46411,45759
3,3.0,88,1906,5,3678175,0,41796,45759
3,3.0,96,2017,1,4623921,0,48165,44189
3,2.0,62,2017,1,2897657,0,46736,44189
3,4.0,137,2013,0,4806411,0,35082,47731
3,3.0,82,2019,20,5548705,0,67667,51831
